"binomial","genus","length","body.mass","db"
"Calyptorhynchus funereus","Calyptorhynchus",NA,678.5,"anAge"
"Calyptorhynchus funereus","Calyptorhynchus",NA,765.5,"avian"
"Calyptorhynchus lathami","Calyptorhynchus",NA,437,"anAge"
"Calyptorhynchus lathami","Calyptorhynchus",NA,433.95,"avian"
"Calyptorhynchus latirostris","Calyptorhynchus",NA,630.85,"avian"
"Calyx arcuarius","Calyx",150,NA,"brose"
"Camaroptera brachyura","Camaroptera",NA,10,"avian"
"Camaroptera chloronota","Camaroptera",NA,10.65,"avian"
"Camaroptera superciliaris","Camaroptera",NA,8.75,"avian"
"Cambarus bartonii","Cambarus",21.65,0.4533042363,"lw.misc"
"Camelus bactrianus","Camelus",NA,475000,"anAge"
"Camelus bactrianus","Camelus",NA,554515.91,"Pantheria"
"Camelus dromedarius","Camelus",NA,420500,"anAge"
"Camelus dromedarius","Camelus",NA,492714.47,"Pantheria"
"Campalita chlorostictum","Campalita",NA,0.521,"ehnes"
"Campephaga flava","Campephaga",NA,31.6,"avian"
"Campephaga lobata","Campephaga",NA,33.1,"avian"
"Campephaga petiti","Campephaga",NA,32,"avian"
"Campephaga phoenicea","Campephaga",NA,27.1,"avian"
"Campephaga quiscalina","Campephaga",NA,39,"avian"
"Campephilus principalis","Campephilus",NA,454,"avian"
"Campethera abingoni","Campethera",NA,68.5,"avian"
"Campethera bennettii","Campethera",NA,67.7,"avian"
"Campethera cailliautii","Campethera",NA,46,"avian"
"Campethera caroli","Campethera",NA,57.5,"avian"
"Campethera nivosa","Campethera",NA,34.6,"avian"
"Campethera nubica","Campethera",NA,61.6,"avian"
"Campethera punctuligera","Campethera",NA,68.1666666666667,"avian"
"Campethera tullbergi","Campethera",NA,52.55,"avian"
"Camponotus detritus","Camponotus",NA,0.0429,"ehnes"
"Camponotus fulvopilosus","Camponotus",NA,0.045504,"ehnes"
"Camponotus fulvopilosus","Camponotus",NA,0.043,"irlich"
"Camponotus herculeanus","Camponotus",NA,0.02685,"irlich"
"Camponotus laevigatus","Camponotus",NA,0.01915,"ehnes"
"Camponotus laevigatus","Camponotus",NA,0.05745,"irlich"
"Camponotus maculatus","Camponotus",NA,0.0413978431372549,"ehnes"
"Camponotus sericeiventris","Camponotus",NA,0.0402,"ehnes"
"Camponotus sp.","Camponotus",NA,0.01541,"ehnes"
"Camponotus sp.","Camponotus",NA,0.04623,"irlich"
"Camponotus vafer","Camponotus",NA,0.00451,"ehnes"
"Camponotus vafer","Camponotus",NA,0.01353,"irlich"
"Camponotus vicinus","Camponotus",NA,0.107,"ehnes"
"Camponotus vicinus","Camponotus",NA,0.0529,"irlich"
"Campsicnemus scambus","Campsicnemus",NA,4e-04,"brose"
"Camptoplites tricornis","Camptoplites",100,NA,"brose"
"Camptostoma imberbe","Camptostoma",NA,7.4,"anAge"
"Camptostoma imberbe","Camptostoma",NA,7.4,"avian"
"Campylaspis maculata","Campylaspis",12,NA,"brose"
"Campylopterus curvipennis","Campylopterus",NA,6.9,"avian"
"Campylopterus hemileucurus","Campylopterus",NA,10.35,"avian"
"Campylopterus largipennis","Campylopterus",NA,8.65,"avian"
"Campylopterus rufus","Campylopterus",NA,7.7,"avian"
"Campylopterus villaviscensio","Campylopterus",NA,7.55,"avian"
"Campylorhynchus brunneicapillus","Campylorhynchus",NA,38.9,"anAge"
"Campylorhynchus brunneicapillus","Campylorhynchus",NA,38.9,"avian"
"Campylorhynchus brunneicapillus","Campylorhynchus",NA,38.9045145,"sibly"
"Candoia aspera","Candoia",541,293,"snakes"
"Candoia bibroni","Candoia",520,45.2,"snakes"
"Candoia carinata","Candoia",649.25,311.5,"snakes"
"Canis adustus","Canis",NA,10250,"anAge"
"Canis adustus","Canis",745.32,10392.49,"Pantheria"
"Canis aureus","Canis",NA,11000,"anAge"
"Canis aureus","Canis",827.53,9658.7,"Pantheria"
"Canis familiaris","Canis",NA,40000,"anAge"
"Canis familiaris","Canis",920,14500,"brose"
"Canis latrans","Canis",NA,11699.45,"anAge"
"Canis latrans","Canis",872.39,11989.1,"Pantheria"
"Canis lupus","Canis",NA,26625,"anAge"
"Canis lupus","Canis",1055,31756.51,"Pantheria"
"Canis mesomelas","Canis",NA,8985,"anAge"
"Canis mesomelas","Canis",707.27,8247.3,"Pantheria"
"Canis simensis","Canis",938.19,14361.86,"Pantheria"
"Cannomys badius","Cannomys",NA,497,"anAge"
"Cannomys badius","Cannomys",NA,472.07,"Pantheria"
"Canonopsis sericeus","Canonopsis",NA,0.0589,"ehnes"
"Canonopsis sericeus","Canonopsis",NA,0.06035,"irlich"
"Cantharis fulvicollis","Cantharis",NA,0.00856,"brose"
"Cantharis rufa","Cantharis",NA,0.0411,"brose"
"Cantheroidea","",10.125,0.006811057157,"lw.misc"
"Canthidium","",NA,1.35e-05,"lw.misc"
"Canthon","",NA,6.05e-05,"lw.misc"
"Caperea marginata","Caperea",NA,31999999.98,"Pantheria"
"Capito niger","Capito",NA,67.6666666666667,"avian"
"Capitophorus carduinis","Capitophorus",1.408849,NA,"brose"
"Capoeta damascina","Capoeta",290,298.377511018001,"fishbase"
"Capra caucasica","Capra",NA,70000,"anAge"
"Capra caucasica","Capra",NA,58149.52,"Pantheria"
"Capra cylindricornis","Capra",NA,50000,"anAge"
"Capra falconeri","Capra",NA,41000,"anAge"
"Capra falconeri","Capra",1590,54303.37,"Pantheria"
"Capra hircus","Capra",NA,61000,"anAge"
"Capra hircus","Capra",NA,47386.47,"Pantheria"
"Capra ibex","Capra",NA,82500,"anAge"
"Capra ibex","Capra",NA,69546.83,"Pantheria"
"Capra nubiana","Capra",NA,46250,"anAge"
"Capra nubiana","Capra",NA,47763.72,"Pantheria"
"Capra pyrenaica","Capra",NA,57500,"anAge"
"Capra pyrenaica","Capra",1200,60898.77,"Pantheria"
"Capra sibirica","Capra",NA,130000,"anAge"
"Capra sibirica","Capra",NA,130000,"Pantheria"
"Capra walie","Capra",NA,100144.02,"Pantheria"
"Capreolus capreolus","Capreolus",NA,21583.35,"anAge"
"Capreolus capreolus","Capreolus",NA,20000,"brose"
"Capreolus capreolus","Capreolus",NA,22502.01,"Pantheria"
"Capreolus pygargus","Capreolus",NA,39450,"anAge"
"Capreolus pygargus","Capreolus",1320,41371.03,"Pantheria"
"Capricornis crispus","Capricornis",NA,80000,"anAge"
"Capricornis crispus","Capricornis",NA,43030.64,"Pantheria"
"Capricornis sumatraensis","Capricornis",NA,95000,"anAge"
"Capricornis sumatraensis","Capricornis",1449.99,110942.22,"Pantheria"
"Caprimulgus aegyptius","Caprimulgus",NA,76,"avian"
"Caprimulgus aegyptius","Caprimulgus",NA,77.26805851,"sibly"
"Caprimulgus batesi","Caprimulgus",NA,100.5,"avian"
"Caprimulgus binotatus","Caprimulgus",NA,63,"avian"
"Caprimulgus carolinensis","Caprimulgus",NA,115,"anAge"
"Caprimulgus carolinensis","Caprimulgus",NA,108.9,"avian"
"Caprimulgus clarus","Caprimulgus",NA,42.6,"avian"
"Caprimulgus climacurus","Caprimulgus",NA,45.8,"avian"
"Caprimulgus donaldsoni","Caprimulgus",NA,29.35,"avian"
"Caprimulgus europaeus","Caprimulgus",NA,67,"anAge"
"Caprimulgus europaeus","Caprimulgus",NA,78.25,"avian"
"Caprimulgus europaeus","Caprimulgus",NA,66.98846094,"sibly"
"Caprimulgus fossii","Caprimulgus",NA,58.3,"avian"
"Caprimulgus fraenatus","Caprimulgus",NA,59.95,"avian"
"Caprimulgus inornatus","Caprimulgus",NA,47.45,"avian"
"Caprimulgus macrurus","Caprimulgus",NA,67.3,"avian"
"Caprimulgus natalensis","Caprimulgus",NA,65,"avian"
"Caprimulgus nigriscapularis","Caprimulgus",NA,48,"avian"
"Caprimulgus pectoralis","Caprimulgus",NA,54.4,"avian"
"Caprimulgus poliocephalus","Caprimulgus",NA,47.5,"avian"
"Caprimulgus ridgwayi","Caprimulgus",NA,48,"avian"
"Caprimulgus ruficollis","Caprimulgus",NA,68.5,"anAge"
"Caprimulgus ruficollis","Caprimulgus",NA,81.5,"avian"
"Caprimulgus ruficollis","Caprimulgus",NA,68.54882265,"sibly"
"Caprimulgus rufigena","Caprimulgus",NA,54.6,"avian"
"Caprimulgus ruwenzorii","Caprimulgus",NA,49,"avian"
"Caprimulgus stellatus","Caprimulgus",NA,58.2,"avian"
"Caprimulgus tristigma","Caprimulgus",NA,79.05,"avian"
"Caprimulgus vociferus","Caprimulgus",NA,54,"anAge"
"Caprimulgus vociferus","Caprimulgus",NA,53.4,"avian"
"Caprolagus hispidus","Caprolagus",460.23,2496.99,"Pantheria"
"Capromys pilorides","Capromys",NA,3656.65,"anAge"
"Capromys pilorides","Capromys",NA,5200,"Pantheria"
"Capros aper","Capros",40,1.61301211433333,"brose"
"Carabidae","",11.005,0.0178759005,"lw.misc"
"Carabidae","",10.2,0.01002252053,"lw.misc"
"Carabidomemnus mollicellus ","Carabidomemnus ",7,NA,"carabid"
"Carabodes coriaceus","Carabodes",NA,7.5e-05,"ehnes"
"Carabodes marginatus","Carabodes",NA,4.26e-05,"ehnes"
"Carabus alpestris","Carabus",18.5,NA,"carabid"
"Carabus alysidotus","Carabus",22,NA,"carabid"
"Carabus amplipennis","Carabus",21.5,NA,"carabid"
"Carabus anatolicus","Carabus",30,NA,"carabid"
"Carabus arcadicus","Carabus",28,NA,"carabid"
"Carabus arcensis","Carabus",19.5,NA,"carabid"
"Carabus asperatus ","Carabus",23,NA,"carabid"
"Carabus auratus","Carabus",23.5,NA,"carabid"
"Carabus auratus","Carabus",NA,0.59769756097561,"ehnes"
"Carabus auriculatus","Carabus",20.5,NA,"carabid"
"Carabus auronitens","Carabus",25.5,NA,"carabid"
"Carabus banoni ","Carabus",26.5,NA,"carabid"
"Carabus bertolinii","Carabus",18.5,NA,"carabid"
"Carabus bessarabicus ","Carabus",23,NA,"carabid"
"Carabus besseri ","Carabus",29,NA,"carabid"
"Carabus bonellii","Nebria",14,NA,"carabid"
"Carabus caelatus","Carabus",35.5,NA,"carabid"
"Carabus cancellatus","Carabus",26,NA,"carabid"
"Carabus carinthiacus","Carabus",21,NA,"carabid"
"Carabus castanopterus","Carabus",20,NA,"carabid"
"Carabus catenulatus","Carabus",28.5,NA,"carabid"
"Carabus cavernosus","Carabus",27,NA,"carabid"
"Carabus clathratus","Carabus",29,NA,"carabid"
"Carabus concolor","Carabus",20,NA,"carabid"
"Carabus convexus","Carabus",17,NA,"carabid"
"Carabus coriaceus","Carabus",37,NA,"carabid"
"Carabus creutzeri","Carabus",26.5,NA,"carabid"
"Carabus cristoforii","Carabus",14.5,NA,"carabid"
"Carabus croaticus ","Carabus",29.5,NA,"carabid"
"Carabus cychroides ","Carabus",25,NA,"carabid"
"Carabus depressus","Carabus",21.5,NA,"carabid"
"Carabus deyrolei ","Carabus",17.5,NA,"carabid"
"Carabus dufouri ","Carabus",26,NA,"carabid"
"Carabus estreicheri ","Carabus",19,NA,"carabid"
"Carabus excellens","Carabus",25,NA,"carabid"
"Carabus fabricii","Carabus",20.5,NA,"carabid"
"Carabus fairmairei","Carabus",19,NA,"carabid"
"Carabus faminii ","Carabus",21,NA,"carabid"
"Carabus galicianus","Carabus",23,NA,"carabid"
"Carabus genei","Carabus",24.5,NA,"carabid"
"Carabus ghiliani","Carabus",19,NA,"carabid"
"Carabus gigas","Carabus",50,NA,"carabid"
"Carabus glabratus","Carabus",30,NA,"carabid"
"Carabus graecus ","Carabus",27.5,NA,"carabid"
"Carabus granulatus","Carabus",NA,0.217,"brose"
"Carabus granulatus","Carabus",21.5,NA,"carabid"
"Carabus guadarramus","Carabus",23,NA,"carabid"
"Carabus guardarramus","Carabus",22.5,NA,"carabid"
"Carabus gyllenhalii ","Carabus",28.5,NA,"carabid"
"Carabus hispanus","Carabus",32,NA,"carabid"
"Carabus hortensis","Carabus",26,NA,"carabid"
"Carabus hungaricus","Carabus",28,NA,"carabid"
"Carabus intricatus","Carabus",31,NA,"carabid"
"Carabus irregularis","Carabus",24.5,NA,"carabid"
"Carabus italicus ","Carabus",21.5,NA,"carabid"
"Carabus latreilleanus","Carabus",15.5,NA,"carabid"
"Carabus lineatus  ","Carabus",27.5,NA,"carabid"
"Carabus linnei","Carabus",18.5,NA,"carabid"
"Carabus lusitanicus","Carabus",27,NA,"carabid"
"Carabus marginalis","Carabus",23,NA,"carabid"
"Carabus mariettii","Carabus",21,NA,"carabid"
"Carabus maurus","Carabus",17.5,NA,"carabid"
"Carabus melancholicus","Carabus",25,NA,"carabid"
"Carabus menetriesi","Carabus",21,NA,"carabid"
"Carabus meurguesianus","Carabus",0,NA,"carabid"
"Carabus monilis","Carabus",24,NA,"carabid"
"Carabus monticola ","Carabus",21,NA,"carabid"
"Carabus montivagus","Carabus",22.5,NA,"carabid"
"Carabus morbillosus","Carabus",32,NA,"carabid"
"Carabus nemoralis","Carabus",23,NA,"carabid"
"Carabus nitens","Carabus",15.5,NA,"carabid"
"Carabus obsoletus","Carabus",23.5,NA,"carabid"
"Carabus olympiae","Carabus",28,NA,"carabid"
"Carabus parreyssi","Carabus",22,NA,"carabid"
"Carabus pedemontanus ","Carabus",21,NA,"carabid"
"Carabus perrini ","Carabus",26,NA,"carabid"
"Carabus planatus","Carabus",31,NA,"carabid"
"Carabus planicollis","Carabus",25.5,NA,"carabid"
"Carabus problematicus ","Carabus",25,NA,"carabid"
"Carabus pseudomonticola","Carabus",17.5,NA,"carabid"
"Carabus pyrenaeus","Carabus",20.5,NA,"carabid"
"Carabus riffensis","Carabus",32,NA,"carabid"
"Carabus rossii ","Carabus",26.5,NA,"carabid"
"Carabus rothi ","Carabus",29,NA,"carabid"
"Carabus rugosus","Carabus",28,NA,"carabid"
"Carabus rutilans ","Carabus",33,NA,"carabid"
"Carabus scabriusculus","Carabus",19,NA,"carabid"
"Carabus scabrosus","Carabus",51.5,NA,"carabid"
"Carabus scheidleri","Carabus",30,NA,"carabid"
"Carabus schlegelmilchi ","Nebria",13.5,NA,"carabid"
"Carabus sibiricus","Carabus",22,NA,"carabid"
"Carabus solieri ","Carabus",31,NA,"carabid"
"Carabus splendens","Carabus",31,NA,"carabid"
"Carabus steuartii ","Carabus",20,NA,"carabid"
"Carabus stscheglowi","Carabus",18.5,NA,"carabid"
"Carabus sylvestris ","Carabus",24,NA,"carabid"
"Carabus torosus","Carabus",34.5,NA,"carabid"
"Carabus ulrichii","Carabus",24.5,NA,"carabid"
"Carabus vagans","Carabus",23,NA,"carabid"
"Carabus variolosus","Carabus",26.5,NA,"carabid"
"Carabus violaceus","Carabus",30,NA,"carabid"
"Carabus violaceus","Carabus",NA,0.97285,"ehnes"
"Carabus wiedemanni","Carabus",22,NA,"carabid"
"Caracal caracal","Caracal",NA,16000,"anAge"
"Caracal caracal","Caracal",739.28,11964.38,"Pantheria"
"Caracara cheriway","Caracara",NA,1031,"anAge"
"Caracara plancus","Caracara",NA,1348,"anAge"
"Caranx crysos","Caranx",NA,2777.5,"anAge"
"Caranx ignobilis","Caranx",105.5,29.69050121,"brose"
"Carassius auratus","Carassius",100,21.8596839852282,"fishbase"
"Carassius carassius","Carassius",150,123.546147464531,"fishbase"
"Carassius gibelio","Carassius",200,453.785246102774,"fishbase"
"Carcharhinus acronotus","Carcharhinus",NA,10395,"anAge"
"Carcharhinus amblyrhynchos","Carcharhinus",NA,18535,"anAge"
"Carcharhinus brachyurus","Carcharhinus",NA,167530,"anAge"
"Carcharhinus brevipinna","Carcharhinus",NA,49335,"anAge"
"Carcharhinus brevipinna","Carcharhinus",2500,99430.9898177165,"fishbase"
"Carcharhinus falciformis","Carcharhinus",NA,190300,"anAge"
"Carcharhinus galapagensis","Carcharhinus",NA,47025,"anAge"
"Carcharhinus leucas","Carcharhinus",NA,174075,"anAge"
"Carcharhinus leucas","Carcharhinus",2600,71046.8290271355,"fishbase"
"Carcharhinus limbatus","Carcharhinus",NA,67540,"anAge"
"Carcharhinus limbatus","Carcharhinus",1500,32418.7821809885,"fishbase"
"Carcharhinus longimanus","Carcharhinus",NA,92070,"anAge"
"Carcharhinus obscurus","Carcharhinus",NA,190575,"anAge"
"Carcharhinus plumbeus","Carcharhinus",NA,65000,"anAge"
"Carcharhinus signatus","Carcharhinus",NA,42185,"anAge"
"Carcharhinus sorrah","Carcharhinus",NA,15400,"anAge"
"Carcharhinus tilstoni","Carcharhinus",NA,28600,"anAge"
"Carcharias taurus","Carcharias",NA,87340,"anAge"
"Carcharodon carcharias","Carcharodon",NA,1870000,"anAge"
"Carcinus maenas","Carcinus",35.5,13.3,"lw.misc"
"Cardellina rubrifrons","Cardellina",NA,9.8,"anAge"
"Cardellina rubrifrons","Cardellina",NA,9.8,"avian"
"Cardinalis cardinalis","Cardinalis",NA,41.8,"anAge"
"Cardinalis cardinalis","Cardinalis",NA,42.0833333333333,"avian"
"Cardinalis cardinalis","Cardinalis",NA,42.65795188,"sibly"
"Cardinalis sinuatus","Cardinalis",NA,33.6,"anAge"
"Cardinalis sinuatus","Cardinalis",NA,36.95,"avian"
"Cardioderma cor","Cardioderma",NA,26.45,"Pantheria"
"Cardiomera genei","Cardiomera",11,NA,"carabid"
"Cardiosis fairmarei","Cardiosis",NA,0.032,"ehnes"
"Carduelis cannabina","Carduelis",NA,19.5,"anAge"
"Carduelis cannabina","Carduelis",NA,18.95,"avian"
"Carduelis carduelis","Carduelis",NA,16,"anAge"
"Carduelis carduelis","Carduelis",NA,15.45,"avian"
"Carduelis carduelis","Carduelis",NA,15.99558029,"sibly"
"Carduelis chloris","Carduelis",NA,26,"anAge"
"Carduelis chloris","Carduelis",NA,27.65,"avian"
"Carduelis chloris","Carduelis",NA,26.00159563,"sibly"
"Carduelis citrinella","Carduelis",NA,12,"anAge"
"Carduelis flammea","Carduelis",NA,14.1,"anAge"
"Carduelis flammea","Carduelis",NA,13.05,"avian"
"Carduelis flavirostris","Carduelis",NA,15.4,"anAge"
"Carduelis flavirostris","Carduelis",NA,14.85,"avian"
"Carduelis hornemanni","Carduelis",NA,19.25,"anAge"
"Carduelis hornemanni","Carduelis",NA,13.15,"avian"
"Carduelis johannis","Carduelis",NA,13.4,"avian"
"Carduelis lawrencei","Carduelis",NA,10.15,"avian"
"Carduelis pinus","Carduelis",NA,13.35,"anAge"
"Carduelis pinus","Carduelis",NA,12.9,"avian"
"Carduelis pinus","Carduelis",NA,12.70574105,"sibly"
"Carduelis psaltria","Carduelis",NA,9.23,"anAge"
"Carduelis psaltria","Carduelis",NA,8.85,"avian"
"Carduelis spinus","Carduelis",NA,13.2,"anAge"
"Carduelis spinus","Carduelis",NA,13.8,"avian"
"Carduelis spinus","Carduelis",NA,13.24341535,"sibly"
"Carduelis tristis","Carduelis",NA,13.2,"anAge"
"Carduelis tristis","Carduelis",NA,12.15,"avian"
"Carenum sp.","Carenum",NA,4.1675,"irlich"
"Caretta caretta","Caretta",NA,156500,"anAge"
"Carinum sp.","Carinum",NA,4.24,"ehnes"
"Carlia fusca","Carlia",50.75,3.5,"jzo"
"Carlia jarnoldae","Carlia",40,NA,"brose"
"Carlia jarnoldae","Carlia",42.74,1.7,"jzo"
"Carlia longipes","Carlia",65.09,5.7,"jzo"
"Carlia munda","Carlia",40,NA,"brose"
"Carlia mundivensis","Carlia",55.5,4.3,"jzo"
"Carlia pectoralis","Carlia",50,NA,"brose"
"Carlia pectoralis","Carlia",44.45,1.9,"jzo"
"Carlia rhomboidalis","Carlia",48.85,2.5,"jzo"
