"i.vec","sp.query","q.rank","ncbi.ids","class","cohort","family","genus","infraclass","infraorder","kingdom","order","parvorder","phylum","species","species group","subclass","subfamily","subgenus","subkingdom","suborder","subphylum","subtribe","superclass","superfamily","superkingdom","superorder","tribe"
316,"Ariopsis guatemalensis","genus","243723","Actinopteri",NA,"Ariidae","Ariopsis","Teleostei",NA,"Metazoa","Siluriformes",NA,"Chordata",NA,NA,"Neopterygii",NA,NA,NA,"Siluroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA
317,"Arizona elegans","species","94893","Craniata",NA,"Colubridae","Arizona",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Arizona elegans",NA,NA,"Colubrinae",NA,NA,NA,"Craniata",NA,NA,"Colubroidea","Eukaryota","Lepidosauria",NA
318,"Armadillidium versicolor","species","1437112","Malacostraca",NA,"Armadillidiidae","Armadillidium",NA,NA,"Metazoa","Isopoda",NA,"Arthropoda","Armadillidium versicolor",NA,"Eumalacostraca",NA,NA,NA,"Oniscidea","Crustacea",NA,NA,NA,"Eukaryota","Peracarida",NA
319,"Armadillidium vulgare","species","13347","Malacostraca",NA,"Armadillidiidae","Armadillidium",NA,NA,"Metazoa","Isopoda",NA,"Arthropoda","Armadillidium vulgare",NA,"Eumalacostraca",NA,NA,NA,"Oniscidea","Crustacea",NA,NA,NA,"Eukaryota","Peracarida",NA
320,"Armiger crista","species","271027","Gastropoda",NA,"Planorbidae","Armiger",NA,NA,"Metazoa","Planorboidea",NA,"Mollusca","Armiger crista",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planorboidea","Eukaryota",NA,NA
321,"Arnoglossus imperialis","species","206127","Actinopteri",NA,"Bothidae","Arnoglossus","Teleostei",NA,"Metazoa","Pleuronectiformes",NA,"Chordata","Arnoglossus imperialis",NA,"Neopterygii",NA,NA,NA,"Pleuronectoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
322,"Arnoglossus laterna","species","208529","Actinopteri",NA,"Bothidae","Arnoglossus","Teleostei",NA,"Metazoa","Pleuronectiformes",NA,"Chordata","Arnoglossus laterna",NA,"Neopterygii",NA,NA,NA,"Pleuronectoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
323,"Arphia luteola","genus","37246","Insecta","Polyneoptera","Acrididae","Arphia","Neoptera","Acrididea","Metazoa","Orthoptera",NA,"Arthropoda",NA,NA,"Pterygota","Oedipodinae",NA,NA,"Caelifera",NA,NA,"Hexapoda","Acridoidea","Eukaryota",NA,NA
324,"Artemesia longinaris","species","500316","Malacostraca",NA,"Penaeidae","Artemesia",NA,NA,"Metazoa","Decapoda",NA,"Arthropoda","Artemesia longinaris",NA,"Eumalacostraca",NA,NA,NA,"Dendrobranchiata","Crustacea",NA,NA,"Penaeoidea","Eukaryota","Eucarida",NA
325,"Artemia franciscana","species","6661","Branchiopoda",NA,"Artemiidae","Artemia",NA,NA,"Metazoa","Anostraca",NA,"Arthropoda","Artemia franciscana",NA,"Sarsostraca",NA,NA,NA,NA,"Crustacea",NA,NA,NA,"Eukaryota",NA,NA
326,"Artemia parthenogenetica","species","6663","Branchiopoda",NA,"Artemiidae","Artemia",NA,NA,"Metazoa","Anostraca",NA,"Arthropoda","Artemia parthenogenetica",NA,"Sarsostraca",NA,NA,NA,NA,"Crustacea",NA,NA,NA,"Eukaryota",NA,NA
327,"Artemia salina","species","85549","Branchiopoda",NA,"Artemiidae","Artemia",NA,NA,"Metazoa","Anostraca",NA,"Arthropoda","Artemia salina",NA,"Sarsostraca",NA,NA,NA,NA,"Crustacea",NA,NA,NA,"Eukaryota",NA,NA
328,"Arvicanthis niloticus","species","61156","Mammalia",NA,"Muridae","Arvicanthis",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Arvicanthis niloticus",NA,NA,"Murinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
329,"Arvicola terrestris","genus","10049","Mammalia",NA,"Cricetidae","Arvicola",NA,NA,"Metazoa","Rodentia",NA,"Chordata",NA,NA,NA,"Arvicolinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
330,"Asellus aquaticus","species","92525","Malacostraca",NA,"Asellidae","Asellus",NA,NA,"Metazoa","Isopoda",NA,"Arthropoda","Asellus aquaticus",NA,"Eumalacostraca",NA,NA,NA,"Asellota","Crustacea",NA,NA,"Aselloidea","Eukaryota","Peracarida",NA
331,"Asellus forbesi","genus","92524","Malacostraca",NA,"Asellidae","Asellus",NA,NA,"Metazoa","Isopoda",NA,"Arthropoda",NA,NA,"Eumalacostraca",NA,NA,NA,"Asellota","Crustacea",NA,NA,"Aselloidea","Eukaryota","Peracarida",NA
332,"Asellus hilgendorfi","genus","92524","Malacostraca",NA,"Asellidae","Asellus",NA,NA,"Metazoa","Isopoda",NA,"Arthropoda",NA,NA,"Eumalacostraca",NA,NA,NA,"Asellota","Crustacea",NA,NA,"Aselloidea","Eukaryota","Peracarida",NA
333,"Asellus intermedius","genus","92524","Malacostraca",NA,"Asellidae","Asellus",NA,NA,"Metazoa","Isopoda",NA,"Arthropoda",NA,NA,"Eumalacostraca",NA,NA,NA,"Asellota","Crustacea",NA,NA,"Aselloidea","Eukaryota","Peracarida",NA
334,"Asellus meridianus","genus","92524","Malacostraca",NA,"Asellidae","Asellus",NA,NA,"Metazoa","Isopoda",NA,"Arthropoda",NA,NA,"Eumalacostraca",NA,NA,NA,"Asellota","Crustacea",NA,NA,"Aselloidea","Eukaryota","Peracarida",NA
335,"Asellus scrupulosus","genus","92524","Malacostraca",NA,"Asellidae","Asellus",NA,NA,"Metazoa","Isopoda",NA,"Arthropoda",NA,NA,"Eumalacostraca",NA,NA,NA,"Asellota","Crustacea",NA,NA,"Aselloidea","Eukaryota","Peracarida",NA
336,"Asida jurinei","species","1470632","Insecta","Holometabola","Tenebrionidae","Asida","Neoptera","Cucujiformia","Metazoa","Coleoptera",NA,"Arthropoda","Asida jurinei",NA,"Pterygota","Pimeliinae",NA,NA,"Polyphaga",NA,NA,"Hexapoda","Tenebrionoidea","Eukaryota",NA,NA
337,"Asida sericea","species","1470659","Insecta","Holometabola","Tenebrionidae","Asida","Neoptera","Cucujiformia","Metazoa","Coleoptera",NA,"Arthropoda","Asida sericea",NA,"Pterygota","Pimeliinae",NA,NA,"Polyphaga",NA,NA,"Hexapoda","Tenebrionoidea","Eukaryota",NA,NA
338,"Asio otus","species","111810","Aves",NA,"Strigidae","Asio",NA,NA,"Metazoa","Strigiformes",NA,"Chordata","Asio otus",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
339,"Aspidites ramsayi","species","461326","Craniata",NA,"Pythonidae","Aspidites",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Aspidites ramsayi",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Henophidia","Eukaryota","Lepidosauria",NA
340,"Aspidomorphus sp.","genus","66183","Craniata",NA,"Elapidae","Aspidomorphus",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata",NA,NA,NA,"Notechinae",NA,NA,NA,"Craniata",NA,NA,"Colubroidea","Eukaryota","Lepidosauria",NA
341,"Aspidophoroides monopterygius","species","255537","Actinopteri",NA,"Agonidae","Aspidophoroides","Teleostei","Cottales","Metazoa","Perciformes",NA,"Chordata","Aspidophoroides monopterygius",NA,"Neopterygii","Anoplagoninae",NA,NA,"Cottioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
342,"Aspius aspius","species","98928","Actinopteri",NA,"Cyprinidae","Aspius","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Aspius aspius",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
344,"Astyanax bimaculatus","species","178767","Actinopteri",NA,"Characidae","Astyanax","Teleostei",NA,"Metazoa","Characiformes",NA,"Chordata","Astyanax bimaculatus",NA,"Neopterygii",NA,NA,NA,"Characoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA
345,"Astyanax fasciatus","species","223369","Actinopteri",NA,"Characidae","Astyanax","Teleostei",NA,"Metazoa","Characiformes",NA,"Chordata","Astyanax fasciatus",NA,"Neopterygii",NA,NA,NA,"Characoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA
346,"Astyanax jacuhiensis.","genus","7993","Actinopteri",NA,"Characidae","Astyanax","Teleostei",NA,"Metazoa","Characiformes",NA,"Chordata",NA,NA,"Neopterygii",NA,NA,NA,"Characoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA
347,"Ataenius cognatus","genus","207344","Insecta","Holometabola","Scarabaeidae","Ataenius","Neoptera","Scarabaeiformia","Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Aphodiinae",NA,NA,"Polyphaga",NA,NA,"Hexapoda","Scarabaeoidea","Eukaryota",NA,NA
348,"Ataenius stercorator","genus","207344","Insecta","Holometabola","Scarabaeidae","Ataenius","Neoptera","Scarabaeiformia","Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Aphodiinae",NA,NA,"Polyphaga",NA,NA,"Hexapoda","Scarabaeoidea","Eukaryota",NA,NA
349,"Atelerix albiventris","species","9368","Mammalia",NA,"Erinaceidae","Atelerix",NA,NA,"Metazoa","Insectivora",NA,"Chordata","Atelerix albiventris",NA,NA,"Erinaceinae",NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
350,"Atelerix algirus","species","30576","Mammalia",NA,"Erinaceidae","Atelerix",NA,NA,"Metazoa","Insectivora",NA,"Chordata","Atelerix algirus",NA,NA,"Erinaceinae",NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
351,"Ateles fusciceps","species","9508","Mammalia",NA,"Atelidae","Ateles",NA,"Simiiformes","Metazoa","Primates","Platyrrhini","Chordata","Ateles fusciceps",NA,NA,"Atelinae",NA,NA,"Haplorrhini","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
352,"Ateles geoffroyi","species","9509","Mammalia",NA,"Atelidae","Ateles",NA,"Simiiformes","Metazoa","Primates","Platyrrhini","Chordata","Ateles geoffroyi",NA,NA,"Atelinae",NA,NA,"Haplorrhini","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
353,"Athene noctua","species","126797","Aves",NA,"Strigidae","Athene",NA,NA,"Metazoa","Strigiformes",NA,"Chordata","Athene noctua",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
354,"Atherinella crystallina","species","461500","Actinopteri",NA,"Atherinopsidae","Atherinella","Teleostei",NA,"Metazoa","Atheriniformes",NA,"Chordata","Atherinella crystallina",NA,"Neopterygii","Menidiinae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota","Atherinomorphae",NA
355,"Atractomorpha ambigua","genus","63222","Insecta","Polyneoptera","Pyrgomorphidae","Atractomorpha","Neoptera","Acrididea","Metazoa","Orthoptera",NA,"Arthropoda",NA,NA,"Pterygota",NA,NA,NA,"Caelifera",NA,NA,"Hexapoda","Pyrgomorphoidea","Eukaryota",NA,NA
356,"Atractosteus tropicus","species","512342","Actinopteri",NA,"Lepisosteidae","Atractosteus","Holostei",NA,"Metazoa","Semionotiformes",NA,"Chordata","Atractosteus tropicus",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
357,"Attagenus piceus","genus","41095","Insecta","Holometabola","Dermestidae","Attagenus","Neoptera","Bostrichiformia","Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota",NA,NA,NA,"Polyphaga",NA,NA,"Hexapoda","Bostrichoidea","Eukaryota",NA,NA
358,"Atya sp.","genus","454331","Malacostraca",NA,"Atyidae","Atya",NA,"Caridea","Metazoa","Decapoda",NA,"Arthropoda",NA,NA,"Eumalacostraca",NA,NA,NA,"Pleocyemata","Crustacea",NA,NA,"Atyoidea","Eukaryota","Eucarida",NA
359,"Aulocara elliotti","species","355379","Insecta","Polyneoptera","Acrididae","Aulocara","Neoptera","Acrididea","Metazoa","Orthoptera",NA,"Arthropoda","Aulocara elliotti",NA,"Pterygota","Gomphocerinae",NA,NA,"Caelifera",NA,NA,"Hexapoda","Acridoidea","Eukaryota",NA,NA
360,"Aulodrilus limnobius","genus","76584","Clitellata",NA,"Tubificidae","Aulodrilus",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida",NA,NA,"Oligochaeta","Tubificinae",NA,NA,"Tubificina",NA,NA,NA,NA,"Eukaryota",NA,NA
361,"Aulodrilus pigueti","genus","76584","Clitellata",NA,"Tubificidae","Aulodrilus",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida",NA,NA,"Oligochaeta","Tubificinae",NA,NA,"Tubificina",NA,NA,NA,NA,"Eukaryota",NA,NA
363,"Austrelaps superbus","species","29156","Craniata",NA,"Elapidae","Austrelaps",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Austrelaps superbus",NA,NA,"Acanthophiinae",NA,NA,NA,"Craniata",NA,NA,"Colubroidea","Eukaryota","Lepidosauria",NA
364,"Auxis rochei","species","217026","Actinopteri",NA,"Scombridae","Auxis","Teleostei",NA,"Metazoa","Scombriformes",NA,"Chordata","Auxis rochei",NA,"Neopterygii","Scombrinae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,"Thunnini"
365,"Auxis thazard","species","13353","Actinopteri",NA,"Scombridae","Auxis","Teleostei",NA,"Metazoa","Scombriformes",NA,"Chordata","Auxis thazard",NA,"Neopterygii","Scombrinae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,"Thunnini"
366,"Awaous guamensis","species","70084","Actinopteri",NA,"Gobiidae","Awaous","Teleostei",NA,"Metazoa","Gobiiformes",NA,"Chordata","Awaous guamensis",NA,"Neopterygii","Gobionellinae",NA,NA,"Gobioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
367,"Aythya affinis","species","189533","Aves",NA,"Anatidae","Aythya",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Aythya affinis",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
368,"Aythya americana","species","30385","Aves",NA,"Anatidae","Aythya",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Aythya americana",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
369,"Aythya collaris","species","189535","Aves",NA,"Anatidae","Aythya",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Aythya collaris",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
370,"Aythya ferina","species","219593","Aves",NA,"Anatidae","Aythya",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Aythya ferina",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
371,"Aythya fuligula","species","219594","Aves",NA,"Anatidae","Aythya",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Aythya fuligula",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
372,"Aythya marila","species","189534","Aves",NA,"Anatidae","Aythya",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Aythya marila",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
373,"Aythya nyroca","species","197939","Aves",NA,"Anatidae","Aythya",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Aythya nyroca",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
374,"Aythya valisineria","species","110915","Aves",NA,"Anatidae","Aythya",NA,NA,"Metazoa","Anseriformes",NA,"Chordata","Aythya valisineria",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
375,"Baetis carolina","genus","189838","Insecta",NA,"Baetidae","Baetis","Palaeoptera",NA,"Metazoa","Ephemeroptera",NA,"Arthropoda",NA,NA,"Pterygota",NA,NA,NA,"Pisciforma",NA,NA,"Hexapoda",NA,"Eukaryota",NA,NA
376,"Bagarius bagarius","species","497982","Actinopteri",NA,"Sisoridae","Bagarius","Teleostei",NA,"Metazoa","Siluriformes",NA,"Chordata","Bagarius bagarius",NA,"Neopterygii","Sisorinae",NA,NA,"Siluroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA
377,"Bairdiella chrysoura","species","331523","Actinopteri",NA,"Sciaenidae","Bairdiella","Teleostei",NA,"Metazoa","Neopterygii",NA,"Chordata","Bairdiella chrysoura",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
378,"Balaena mysticetus","species","27602","Mammalia",NA,"Balaenidae","Balaena",NA,NA,"Metazoa","Cetacea",NA,"Chordata","Balaena mysticetus",NA,NA,NA,NA,NA,"Mysticeti","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
379,"Balaenoptera acutorostrata","species","9767","Mammalia",NA,"Balaenopteridae","Balaenoptera",NA,NA,"Metazoa","Cetacea",NA,"Chordata","Balaenoptera acutorostrata",NA,NA,NA,NA,NA,"Mysticeti","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
380,"Balaenoptera borealis","species","9768","Mammalia",NA,"Balaenopteridae","Balaenoptera",NA,NA,"Metazoa","Cetacea",NA,"Chordata","Balaenoptera borealis",NA,NA,NA,NA,NA,"Mysticeti","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
381,"Balaenoptera musculus","species","9771","Mammalia",NA,"Balaenopteridae","Balaenoptera",NA,NA,"Metazoa","Cetacea",NA,"Chordata","Balaenoptera musculus",NA,NA,NA,NA,NA,"Mysticeti","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
382,"Balaenoptera physalus","species","9770","Mammalia",NA,"Balaenopteridae","Balaenoptera",NA,NA,"Metazoa","Cetacea",NA,"Chordata","Balaenoptera physalus",NA,NA,NA,NA,NA,"Mysticeti","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
383,"Balanus balanoides","genus","6677","Maxillopoda",NA,"Balanidae","Balanus","Cirripedia",NA,"Metazoa","Sessilia",NA,"Arthropoda",NA,NA,"Thecostraca",NA,NA,NA,NA,"Crustacea",NA,NA,NA,"Eukaryota","Thoracica",NA
384,"Balanus sp.","species","88352","Maxillopoda",NA,"Balanidae","Balanus","Cirripedia",NA,"Metazoa","Sessilia",NA,"Arthropoda","Balanus sp.",NA,"Thecostraca",NA,NA,NA,NA,"Crustacea",NA,NA,NA,"Eukaryota","Thoracica",NA
385,"Ballerus ballerus","species","155074","Actinopteri",NA,"Cyprinidae","Ballerus","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Ballerus ballerus",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
386,"Bandicota indica","species","456472","Mammalia",NA,"Muridae","Bandicota",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Bandicota indica",NA,NA,"Murinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
387,"Barbatula barbatula","species","135647","Actinopteri",NA,"Nemacheilidae","Barbatula","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Barbatula barbatula",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cobitoidea","Eukaryota","Cypriniphysae",NA
388,"Barbus altianalis","genus","40829","Actinopteri",NA,"Cyprinidae","Barbus","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata",NA,NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
389,"Barbus barbus","species","40830","Actinopteri",NA,"Cyprinidae","Barbus","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Barbus barbus",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
390,"Barbus bynni","species","136810","Actinopteri",NA,"Cyprinidae","Barbus","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Barbus bynni",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
391,"Barbus humilis","species","310739","Actinopteri",NA,"Cyprinidae","Barbus","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Barbus humilis",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
392,"Barbus lacerta","species","116033","Actinopteri",NA,"Cyprinidae","Barbus","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Barbus lacerta",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
393,"Barbus puckelli","genus","40829","Actinopteri",NA,"Cyprinidae","Barbus","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata",NA,NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
394,"Barbus sp.","genus","40829","Actinopteri",NA,"Cyprinidae","Barbus","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata",NA,NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
395,"Barbus tanapelagius","species","310740","Actinopteri",NA,"Cyprinidae","Barbus","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Barbus tanapelagius",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
396,"Barbus ticto","genus","40829","Actinopteri",NA,"Cyprinidae","Barbus","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata",NA,NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
397,"Barnardius zonarius","species","309859","Aves",NA,"Psittacidae","Barnardius",NA,NA,"Metazoa","Psittaciformes",NA,"Chordata","Barnardius zonarius",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
398,"Basilichthys australis","species","1643406","Actinopteri",NA,"Atherinopsidae","Basilichthys","Teleostei",NA,"Metazoa","Atheriniformes",NA,"Chordata","Basilichthys australis",NA,"Neopterygii","Atherinopsinae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota","Atherinomorphae",NA
400,"Bathylagus euryops","species","206089","Actinopteri",NA,"Bathylagidae","Bathylagus","Teleostei",NA,"Metazoa","Argentiniformes",NA,"Chordata","Bathylagus euryops",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
401,"Bathyporeia pilosa","species","317511","Malacostraca",NA,"Pontoporeiidae","Bathyporeia",NA,NA,"Metazoa","Amphipoda",NA,"Arthropoda","Bathyporeia pilosa",NA,"Eumalacostraca",NA,NA,NA,"Gammaridea","Crustacea",NA,NA,"Pontoporeioidea","Eukaryota","Peracarida",NA
402,"Bathyraja eatonii","species","298348","Chondrichthyes",NA,"Arhynchobatidae","Bathyraja",NA,NA,"Metazoa","Rajiformes",NA,"Chordata","Bathyraja eatonii",NA,"Elasmobranchii",NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Batoidea",NA
403,"Bathyraja smirnovi","species","392424","Chondrichthyes",NA,"Arhynchobatidae","Bathyraja",NA,NA,"Metazoa","Rajiformes",NA,"Chordata","Bathyraja smirnovi",NA,"Elasmobranchii",NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Batoidea",NA
406,"Bellatorias major","species","1041595","Craniata",NA,"Scincidae","Bellatorias",NA,"Scinciformata","Metazoa","Squamata",NA,"Chordata","Bellatorias major",NA,NA,"Egerniinae",NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Lepidosauria",NA
407,"Belone belone","species","129037","Actinopteri",NA,"Belonidae","Belone","Teleostei",NA,"Metazoa","Beloniformes",NA,"Chordata","Belone belone",NA,"Neopterygii",NA,NA,NA,"Belonoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Atherinomorphae",NA
408,"Berardius bairdi","genus","48741","Mammalia",NA,"Ziphiidae","Berardius",NA,NA,"Metazoa","Cetacea",NA,"Chordata",NA,NA,NA,NA,NA,NA,"Odontoceti","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
409,"Berosus sp.","genus","290646","Insecta","Holometabola","Hydrophilidae","Berosus","Neoptera","Staphyliniformia","Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Hydrophilinae",NA,NA,"Polyphaga",NA,NA,"Hexapoda","Hydrophiloidea","Eukaryota",NA,NA
410,"Berylmys berdmorei","species","595394","Mammalia",NA,"Muridae","Berylmys",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Berylmys berdmorei",NA,NA,"Murinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
411,"Berylmys bowersi","species","83759","Mammalia",NA,"Muridae","Berylmys",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Berylmys bowersi",NA,NA,"Murinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
412,"Beryx splendens","species","88663","Actinopteri",NA,"Berycidae","Beryx","Teleostei",NA,"Metazoa","Beryciformes",NA,"Chordata","Beryx splendens",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
